Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
"""Weird Al"" Yankovic",Isle Thing,"Met this fine young thing    At the local Circle K    We made a date for a half past eight    And I said, ""What the hey?""        So I journeyed to her crib    And I let myself inside    That chick was slouched down on the couch    I think her brain was fried        Couldn't figure it out    She wouldn't even look at me    Then I saw her eyes, she was hypnotized    Cold glued to her TV        ""Hey, what's your problem baby doll    Let's have a little fling""    She said, ""Hey you fool, now just be cool    I'm watchin' that Gilligan's Isle thing""        Isle thing    Isle thing, isle thing, isle thing        Watchin' all night    Musta, been a marathon    I was bummin', those shows kept comin'    Here's what was goin' on        These castaways were stranded    On this island out at sea    One of them called Gilligan    So let's name him after m        He'd mess up every rescue    Man, that first mate was illin'    If I was one of those castaways    I think I'd probably kill 'I'm        Just about that time    Telephone began to ring    She said, ""Just let it, my machine'll get    We're watchin' the Gilligan's Isle thing        Isle thing    She loves that Gilligan's Isle thing    Isle thing, isle thing, isle thing    Please, baby, baby, please        I like the professor    He always saves their butts    He could build a nuclear reactor    From a couple of coconuts        She said, ""That guy's a genius""    I shook my head and laughed    I said, ""If he's so fly, they tell me why    He couldn't build a lousy raft""        And while we're on the subject    I'll tell you one thing for sure    Those homeboys brought an awful lot    For just a three hour tour        Then her mom came in the room    It was kind of embarrassing    She said, ""Hey you two, I was once like you    And I loved that Gilligan's Isle thing""        Isle thing    She'd watch that Gilligan's Isle thing    Please, baby, baby, please        Skipper's in a hammock    He's looking kinda fat    He'd throw a fit and then he'd hit    Old Gilligan with his hat        Mrs. Hal had it goin' on    But Mr. Hal was meaner    Ginger and Mary Anne could've used    Some funky cold medina (?)        I was really diggin' this show    I didn't know what to do    It kinda looked like I was hooked    Now I'm an addict too        I know each episode by heart    Now I'm the rerun king    And on every date we both stay up late    And we watch the Gilligan's Isle thing        Isle thing    Hasta la vista, little buddy    Gilligan's Isle thing, isle thing, isle thing    ",03:37,joy,"rock,pop,comedy","UHF: ""Weird Al"" Yankovic",18th July 1989,F Maj,125,-13.3db,4/4,No,20,59,96,87,7,11,0,0,0,0,0,0,0,0,0,0,1,Pipi Mā,Revolution,0.9822992392264502,Devolo,Somebody Lied To Us,0.9820477570364888,Devolo,Special Somebody,0.9820477570364888
"""Weird Al"" Yankovic",King Of Suede,"There's a sale on our gabardine suits today.    They're all thirty percent off from yesterday.    There's Fortrel polyester, leather, wool and tweed.    Just a Visa or Mastercard is all you need.    We've got every color, we've got ev'ry shade.    We're located next door to Willy's Fun Arcade.    We got every fabric that was ever made,    But I'm known in this city as the King of Suede.        We got portly and regular and extra-long.    (Is my size up there?)    We got tailors to fix it, if it comes out wrong.    (Is my size up there?)    We got all kinds of sweatshirts, you can take your pick.    (Is my size up there?)    With the collars ripped off, like that Flashdance flick.    (Is my size up there?)        Our prices are low, my staff is underpaid.    You can buy off the rack, or have it custom made,    And it's all guaranteed to never shrink or fade,    'Cause of my reputation as the King of Suede.        If you need a tuxedo for your junior prom,    (Is my size up there?)    We can get you the best one that's made in Taiwan.    (Is my size up there?)    We got jackets with patches on the elbows, too.    (Is my size up there?)    And we'll sell 'em all factory-direct to you.    (Is my size up there?)        Well, I never made it past the second grade.    It took all of my life for me to learn this trade.    But my friends are all thinking that I've got it made,    'Cause I'm known the world over as the King of Suede.        There's a two-for-one sale on our three-piece suits.    Check out our suede pajamas and our suede-covered boots.    You can try on our suede underwear if you choose.    Do what you want, but don't step on my blue suede shoes.        King of Suede.        Don't miss out on our giant liquidation sale.    (Is my size up there?)    Look for our color catalog in next week's mail.    (Is my size up there?)    There's a sale on our double-knit slacks today.    It's the same old sale as yesterday.        Thirty years in the same location I have stayed,    There I am, right next door to Willy's Fun Arcade.    I got tough competition but I'm not afraid,    'Cause it's my destiny to be the King of Suede.        King of Suede.    King of Suede.    King of Suede.    I'll always be King of Suede.    I'll always be King of Suede.    ",04:15,joy,"rock,pop,comedy",In 3-D,1st January 1984,B min,129,-10.06db,4/4,No,23,81,78,57,4,10,27,0,0,0,0,1,0,0,0,0,0,"""Weird Al"" Yankovic",King of Suede,0.9997623051095982,Jeremih,Birthday Sex Remix,0.9726717154648704,Allies,Devil Is A Liar,0.972626249967423
"""Weird Al"" Yankovic",Like A Surgeon,"I finally made it through med school    Somehow I made it through    I'm just an intern    I still make a mistake or two        I was last in my class    Barely passed at the institute    Now I'm trying to avoid, yah I'm trying to avoid    A malpractice suit        Hey, like a surgeon    Cuttin' for the very first time    Like a surgeon    Organ transplants are my line        Better give me all your gause nurse    This patient's fading fast    Complications have set in    Don't know how long he'll last        Let me see, that I.V.    Here we go time to operate    I'll pull his indsides out, pull his insides out    And see what he ate        Like a surgeon, hey    Cuttin' for the very first time    Like a surgeon    Here's a waiver for you to sign        Woe, woe, woe        It's a fact I'm a quack    The disgrace of the A.M.A.    'Cause my patients die, yah my patients die    Before they can pay        Like a surgeon, hey    Cuttin' for the very first time    Like a surgeon    Got your kidneys on my mind        Like a surgeon, ooh like a surgeon    When I reach inside    With my scalpel, and my forceps, and re-tractors    Oh oh, oh oh, woe, oh        Ooh baby, yeah    I can hear your heartbeat    For the very last time    ",03:30,sadness,"rock,pop,comedy","The Essential ""Weird Al"" Yankovic",13th March 2024,D# min,126,-8.33db,4/4,No,41,67,84,96,3,6,25,0,1,0,0,1,0,0,0,0,1,"""Weird Al"" Yankovic",Like a Surgeon,0.9994606995598986,Modern Talking,Youre the Lady of My Heart,0.9854731765882652,Loose Fur,The Ruling Class,0.983418310172961
"""Weird Al"" Yankovic",Llama Song,"Here's a llama    There's a llama    And another little llama    Fuzzy Llama    Funny Llama    Llama Llama duck        Llama llama    Cheesecake llama    Tablet, brick, potato, llama    Llama llama mushroom llama    Llama llama duck        I was once a tree house    I lived in a cake    But I never saw the way    The orange slayed the rake    I was only three years dead    But it told a tale    And now listen little child    To the safety rail        Did you ever see a llama    Kiss a llama    On the llama    Llama's llama    Tastes of llama    Llama llama duck        Half a llama    Twice a llama    Not a llama    Farmer llama    Llama in a car    Alarm a llama    Llama duck        Is that how it's told now    Is it all so old    Is it made of lemon juice    Doorknob, ankle, cold    Now my song is getting thin    I've run out of luck    Time for me to retire now    And become a duck (x6)    ",03:20,fear,"rock,pop,comedy","The Essential ""Weird Al"" Yankovic",13th March 2024,G Maj,147,-8.55db,4/4,No,47,81,77,86,8,7,9,0,1,0,0,1,1,0,0,0,0,Tegan and Sara,Back in Your Head,0.9924216334167064,LOONA,Star Voice English Ver.,0.9884959339690282,LOONA,LOONA - 365 English Translation,0.9884959339690282
"""Weird Al"" Yankovic",Mr. Frump In The Iron Lung,"I visit Mr. Frump in the hospital    I see him most every day    And when I see Mr. Frump in his iron lung    This is what I hear him say        why'know, Mr. Frump is my very best friend    He's never a chump or a tease    He never tells me lies, and best of all    He never disagrees        I bring him candy and flowers every afternoon    Sit down by his side and say ""Hi""    And then I ask him his opinion of the world situation    And I wait for Mr. Frump's reply, and Mr. Frump would say        Well, unfortunately, soon it came to be    Mr. Frump's dying day    And now I bring to you the very last thing    That Mr. Frump had to say....        (deep breathing, that fades and dies off)        Amen    ",01:54,sadness,"rock,pop,comedy","""Weird Al"" Yankovic",13th March 1983,D# Maj,141,-14.66db,4/4,No,22,43,47,52,8,12,44,0,0,0,0,0,0,0,0,0,0,"""Weird Al"" Yankovic",Mr. Frump in the Iron Lung,0.999284485302007,The Mountain Goats,Indonesia,0.9722926121523436,McCafferty,Plastic Surgery,0.9634038567900118
"""Weird Al"" Yankovic",Mr. Popeil,"I need a vegematic!    I need a pocket fisherman!    I need a handy appliance    That'll scramble an egg while it's still inside its shell!    (Operators are standing by.    How does that make you feel?)    Help me.    Mr. Popeil!        I wanna shine some pennies!    I wanna mend some leather!    I wanna Krazy-glue my head to the bottom of a big steel girder!    (Please, no c.o.d.'s.    Don't miss out on this deal.)    Ah, help me.    Mr. Popeil!        Help me.    Mr. Popeil!    Mr. Popeil!    Mr. Popeil!        (whoa, whoa oh.)    It slices. it dices.    Look at that tomato!    You could even cut a tin can with it,    But you wouldn't want to!        Mr. Popeil, I'm in trouble.    Need your assistance on the double.    Oh no! now how am I gonna make    My old vinyl car top look like new?    Mr. Popeil!    Tell me, what am I s'posed to do?        Mr. Popeil!    Mr. Popeil!        (Now how much would you pay?)    But wait, there's more!    It's not sold in any store!    (Now how much would you pay?)    Don't answer yet,    Just look what else you get!    (Now how much would you pay?)    If you order today,    You get a ginsu knife and a smokeless ashtray!    (Now how much would you pay?)    Now how much would you pay?    Mr. Popeil, Mr. Popeil.    Mr. Popeil, Mr. Popeil.    Mr. Popeil, Mr. Popeil.    Mr. Popeil, Mr. Popeil.        Make me buy a garden weasel!    Make me buy a bamboo steamer!    Make me take advantage    Of this amazing tv offer!    (Call our toll-free number,    We'll make you such a deal.)    Aw, help me!    Mr. Popeil. I want it!    (Mr. Popeil.) well, I need it!    (Mr. Popeil.) I got to got to got to have it!    Mr. Popeil!    Mr. Popeil!    Hey!    ",04:42,joy,"rock,pop,comedy",In 3-D,1st January 1984,D Maj,180,-9.85db,4/4,No,22,91,60,75,6,30,1,0,0,0,0,1,1,0,0,0,0,LeAnn Rimes,Wound Up,0.9746494738883524,"Emu Youth,Emu Music",Won My Heart,0.9707552238460294,Blur,Young and Lovely,0.969034112908574
"""Weird Al"" Yankovic",My Baby's In Love With Eddie Vedder,"Oh, my baby, my baby she don't want me no more    Ever since she saw his poster in that record store    She says the way he grinds his molars is really sexy    She thinks he's so darn dysfunctional and Generation X-why    She likes his brooding angst and his wild-eyed stare    Yeah, he's her very favorite slacker multi-millionaire        Well, my baby's in love with Eddie Vedder    She's all crazy 'bout that Eddie Vedder    Once she was mine, but now I better just forget her    Cause my baby's in love with Eddie Vedder        Now, every time I see him, well, he looks so grim    I guess it really must suck to be a rock star like him    What a pain in the butt to have so much success    Spending all his time moping and avoiding the press    But my girl can't get enough of his sullen demeanor    Like he's some bit tortured genius    And I'm some kinda wiener        Well, my baby's in love with Eddie Vedder    She's got a thing for that Eddie Vedder    Tell me, what can he do that I can't do better?    Now my baby's in love with    I said I said I said my baby's in love with Eddie Vedder    Head over heels for that Eddie Vedder        I knew we were headin' for disaster    When she caught me hangin' out at the Ticketmaster    Now she's got an unrequited adoration    For the frustrated, agitated, designated alienated    Spokesman for the disaffected grunge generation        Well, I don't wear Doc Martens and I don't wear flannel    And I don't boycott the music video channel    And I just can't compete with all that money and fame    But I know two can paly at this kinda game    Yeah, well, let's just see how jealous she'll get    When I start stalking Alanis Morissette        Well, my baby's in love with Eddie Vedder    She's all crazy 'bout that Eddie Vedder    Once she was mine but now I better just forget her    Cause my baby's in love with    I said I said I said my baby's in love with Eddie Vedder    Why'd she have to fall for that Eddie Vedder?    If she wants to leave me, I guess I better let her    Cause my baby's in love with Eddie Vedder    ",03:26,anger,"rock,pop,comedy",Running With Scissors,29th June 1999,C Maj,178,-8.12db,4/4,No,27,80,63,97,6,31,12,0,0,0,0,1,1,0,0,0,0,"""Weird Al"" Yankovic",My Babys in Love with Eddie Vedder,0.9999008584728748,Delta Goodrem,The River,0.9848797711449307,"""Weird Al"" Yankovic",I'm So Sick Of You,0.980898255785108
"""Weird Al"" Yankovic",Ode To A Superhero,"Peter Parker was pitiful    Couldn't have been any shyer    Mary Jane still wouldn't notice him    Even if his hair was on fire        But then one day he went to that science lab    That mutated spider came down    Oh, and now Peter crawls over everyone's walls    And he's swingin' all over town        La li la, li de da    La la, li le la da dumb        Sling us a web, you're the Spider-Man    Sling us a web tonight    'Cause we're all in the mood for a hero now    And there's evil doers to fight        Now Harry the rich kid's a friend of his    Who horns in on Mary Jane    But to his great surprise it seems she prefers guys    Who can kiss upside down in the rain        ""With great power comes great responsibility""    That's the catch phrase of old Uncle Ben    If you missed it, don't worry, they'll say the line    Again and again and again        Oh, la la la, di de da    La la, di di da da dom        Now Norman's a billionare scientist    Who never had time for his son    But then something went screw and before you knew he    Was trying to kill everyone        And he's ridin' around on that glider thing    And he's throwin' that weird pumpkin bomb    Yes, he's wearin' that dumb Power Rangers mask    But he's scarier without it on        Sling us a web, you're the Spider-Man    Sling us a web tonight    'Cause you're brave and you're strong and so limber now    But where'd you come up with those tights?        It's a pretty sad day at the funeral    Norman Osborn has bitten the dust    And I heard Harry's said he wants Spider-Man dead    Aw, but his buddy Pete he can trust        Oh, and M.J. is all hot for Peter now    Aw, but Peter, he just shuts her down    Mary Jane, don't you cry, you can give it a try    Again when the sequal comes 'round        Oh, la la la, di de da    La la, di di da da dumb        Sling us a web, you're the Spider-Man    Sling us a web tonight    'Cause we all sure could use us a hero now    And we think that you'll do all right    ",04:53,sadness,"rock,pop,comedy",Poodle Hat,20th May 2003,C Maj,184,-12.7db,3/4,No,39,40,50,45,3,9,14,0,0,0,0,0,0,0,0,0,0,"""Weird Al"" Yankovic",Ode to a Superhero,0.9994743018132052,Keith Martin,Never Find Someone Like You,0.9753666930812376,Björk,Heirloom,0.9743129147450864
"""Weird Al"" Yankovic",One Of Those Days,"Got to work late 'cause my alarm was busted    The boss chewed me out and everybody's disgusted    'Cause it's just one of those days    It's just one of those days        I lost one of my socks in the drier    I can't find my wallet and my hair is on fire    Just one of those days    It's just one of those days        I just wrapped my Cadillac around a tree    A big swarm of locusts is following me    There's not even anything good on TV    It's just one of those days    It's just one of those days        Left all my Beatles records out in the sun    Got a Coke bottle stuck on the end of my tongue    It's just one of those days    Gonna be one of those days        The Nazis tied me up and covered me with ants    And I spilled toxic waste on my brand new pants    Just one of those days    Ever have one of those days?        The bank called me up and told me I'm overdrawn    Some freaks are burnin' crosses out on my front lawn    And I can't believe it, all the Cheetos are gone!    It just...just one of those, one of those days    Just one of those, one of those days        The F.B.I. has got a tap on my phone    Those darn Russian spies won't leave me alone    Shouldn't have got up this morning, shoulda known    It's just one of those days    It's just one of those days        A 747 crashed into my den    And there's nothin' but tater tots for dinner again    It's just one of those days    Never mind, it's just one of those days        Big steamroller just ran over my mom    And I cut myself shaving and they're dropping the bomb    It's just one of those days    That's all, it's just one of those days        Then late at night, just before I go to bed    The world blows up and now everybody's dead    You just can't deny it, it's just like I said    Just...just one of those, one of those days    Just one of those days, one of those days    ",03:18,anger,"rock,pop,comedy",Polka Party,21st October 1986,F# Maj,141,-9.79db,4/4,No,22,69,67,90,3,35,3,0,0,0,0,1,0,0,0,0,0,Josie Dunne,Mute,0.9884488720039672,Joe Weller,Kitty,0.9739258305340738,Squeeze,Piccadilly,0.972218829203294
"""Weird Al"" Yankovic",Party At The Leper Colony,"Finger food and an ice cold keg    It won't cost you an arm and a leg    Dance all night to a rotten band    Come on, people, let's give 'em a hand        Saturday night, it's the place to be    Everybody cut footloose with me    At the party at the leper colony    Oh, there's a party at the leper colony    Hey        Met a little lady so pretty and young    She was quite a little talker 'till the cat got her tongue    She oozed up beside me, I turned on my charm    Well, pretty soon she was completely disarmed        I said, ""Girl, now don't fall to pieces on me""    But she cried her eyes out - literally    At the party at the leper colony    Oh, there's a party at the leper colony    Hey, hey        Hey now, buddy, don't you give me no lip    Sorry I was using your head for dip    There's a guy in the hot tub, I don't know who    Wait a minute, it looks like Stu        Well, hold the phone now, what do I see?    Another pretty mama got her eye on me    At the party at the leper colony    Oh, there's a party at the leper colony        There's a party at the leper colony    (Party at the leper colony)    There's a party at the leper colony    (Party at the leper colony)        Oh, there's a party at the leper colony    Yeah, party at the leper colony    Well, there's a party at the leper colony    (Party at the leper colony)    Hey    ",03:38,anger,"rock,pop,comedy",Poodle Hat,20th May 2003,G# Maj,180,-10.69db,4/4,No,24,51,60,82,8,14,1,0,0,0,0,0,0,0,0,0,0,"""Weird Al"" Yankovic",Party At the Leper Colony,0.9995467268133866,The Fiery Furnaces,My Egyptian Grammar,0.9782783420534148,Current Joys,Calypso,0.9738966228527436
"""Weird Al"" Yankovic",Party In The CIA,"I moved out to Langley recently    With a plain and simple dream    Wanna infiltrate some third-world place    And topple their regime        Those men in black with their matching suitcases    Where everything's on a need-to-know basis    Agents got that swagger    Everyone so cloak and dagger        I'm feelin' nervous but I'm really kinda wishing    For an undercover mission        That's when the red alert came on the radio    And I put my earpiece on    Got my dark sunglasses on    And I had my weapon drawn        So I get my handcuffs    My cyanide pills    My classified dossier        Tappin' the phones like yeah    Shreddin' the files like yeah    And then I rised all the enemy spies    I've got to neutralize today        Yeee-aaa-hhh, it's a party in the CIA    Yeee-aaa-hhh, it's a party in the CIA        I've done a couple of crazy things    That have almost gotten me dismissed    Like terminate some head of state    Who wasn't even on my list        Burn that microfilm buddy, will you    I'd tell you why but then I'd have to kill you    You need a quickie confession?    Well, start a water boarding session        No hurry on the south American dictator    I'll assassinate him later    That's when he walked right in my laser sights    And my silencer was on and my silencer was on    And another target's gone        Yeah, we've got our black ops all over the world    From Kazakhstan to Bombay    Payin' the bribes like yeah    Pluggin' the leaks like yeah    Interrogating the scum of the earth    We'll break them by the break of day!        Yeee-aaa-hhh, it's a party in the CIA    Yeee-aaa-hhh, it's a party in the CIA        Need a country to stabilize? (stabilize)    Look no further, we're your guys (we're your guys)    We've got snazzy suits and ties (suits and ties)    And a better dental plan than the FBI's        Better put your hands up and get in the van    Or else you'll get blown away    Stagin' a coup like yeah    Brainwashin' moles like yeah,    We only torture the folks we don't like    You're probably going to be OK        Yeee-aaa-hhh, it's a party in the CIA    Yeee-aaa-hhh, it's a party in the CIA    ",02:56,fear,"rock,pop,comedy",Alpocalypse,17th June 2011,E min,192,-10.26db,4/4,No,53,64,59,57,13,8,1,0,1,0,0,1,0,0,0,0,0,"""Weird Al"" Yankovic",Party in the C.I.A.,0.9997979760809496,Brett Eldredge,Bring You Back,0.9849667060052868,Nicky Youre,Stich Me Up,0.9821194308527972
"""Weird Al"" Yankovic",Polkamon,"Krabby, Snubbull, Venonat,    Mankey, Chansey and Zubat    Slowking, Ditto, Butterfree,    Lugia and Caterpie    Oddish, Poliwag, Goldeen,    Elekid and Nidoqueen    Victreebel and Magneton - Everybody Polkamon!    Aerodactyl, Seel, Machoke,    Marill, Moltres, then Slowpoke,    Articuno, Ditto, Muk,    Flareon and ol' Psyduck    Cloyster, Kingler, Shellder, Gloom,    Snorlax and of course Vileplume    Zapdos and Charmeleon - Everybody Polkamon!    It's time to polka    For Ponyta and Pidgey too    Come on put on your lederhosen    And try not to stamp on little Pikachu    You'd better grab yourself a partner    Like Tentacruel or Bulbasaur (Bulbasaur!)    Hold on a minute - there's still at least a hundred and twenty-seven more    Including Ledyba and Omastar    Jynx, Bellossom and Magmar    Geodude and Arcanine    Jiggypuff and Mr. Mime    Don't forget about Sandslash,    Exeggcute and Rapidash    Lickitung and Porygon - Everybody Polkamon!    Everybody Polkamon!    Everybody Polkamon!          ",02:50,joy,"rock,pop,comedy",Straight Outta Lynwood,26th September 2006,C# min,143,-11.63db,4/4,No,54,61,79,90,8,8,10,0,1,0,0,1,0,0,0,0,0,"""Weird Al"" Yankovic",Ridin feat. Krayzie Bone,0.9998732942022184,"""Weird Al"" Yankovic",White  Nerdy,0.9994869680636224,Wailing Souls,Act Of Affection,0.9886646551121704
"""Weird Al"" Yankovic",Pretty Fly For A Rabbi,"(How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    And all the goyim say I'm pretty fly for a rabbi        Meccha leccha hi, meccha hiney hiney ho        Our temple's had a fair share of rabbis in the past    But most of'em were nudniks and none of'em would last    But our new guy's real kosher, I think he'll do the trick    I tell ya, he's to die for - he really knows his shtick        So how's by you? Have you seen this Jew?    Reads the Torah, does his own accounting too    Working' like a dog at the synagogue    He's there all day, he's there all day        Just say ""Vay is mir!"" and he'll kick into gear    He'll bring you lots of cheer and maybe bagels with some shmeer    Just grab your yarmulka and    Hey! Hey! Do that Hebrew thing!        (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    And all the goyim say I'm pretty fly (for a rabbi)        He shops at discount stores, not just any will suffice    He has to find a bargain 'cause he won't pay retail price    He never acts meshugga and he's hardly a schlemiel    But if you want to haggle, oy, he'll make you such a deal!        People used to scoff, now they say ""Mazel tov!""    He's such a macher 'cause he works his tuchis off    Yeah, he keeps his cool and teaches shul    What's not to like? What's not to like?        Oh high holy days, you know he prays and prays    And he never eats pastrami on white bread with mayonnaise    Put on your yarmulka and    Hey! Hey! Do that Hebrew thing!        When he's doing a Bar Mitzvah, now that you shouldn't miss    He'll always shlep on down for a wedding or a briss    They say he's got a lot of chutzpah, he's really quite hhhhhip    The parents pay the moyl and he gets to keep the tip!        (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!    (How ya doin', Bernie?) Oy vey, oy vey!        Meccha leccha hi, meccha meccha cholly ho        He's doin' well, I gotta kvell    The yentas love him, even shicksas think he's swell    Show up at his home, he says, ""Shalom!""    And ""Have some cake-You want some cake?""        Yeah he calls the shots, we really love him lots    Oy gevalt, I'm so ferklempt that I could plotz!    So grab your yarmulka--    The one you got for Chanukah--        Let's put on our yarmulkas and--    Hey! Hey! Do that Hebrew thing!    ",03:02,joy,"rock,pop,comedy",Running With Scissors,29th June 1999,A min,146,-8.08db,4/4,No,40,64,69,91,5,20,4,0,0,0,0,1,0,0,0,0,0,"""Weird Al"" Yankovic",Pretty Fly for a Rabbi,0.9983803210363316,Doug and the Slugs,Making It Work,0.9838988447173226,Corb Lund,Roughest Neck Around,0.982230608640796
"""Weird Al"" Yankovic",That Boy Could Dance,"We all used to call him Jimmy the Geek    He was a dumb-lookin', scrawny, little four-eyed freak    He never used to hang around with the guys    He'd just sit in the corner, attractin' the flies        He wasn't much to look at    He never was very bright    But at least there was one thing that he could do all right    That boy could dance        He was kind of a jerk    He was kind of a bore    But the women would scream when he walked in the door    'cause one thing I could tell you for sure    That boy could dance        Picking teams, he would always be last    He couldn't run very far,    He couldn't think very fast    If he was on your side, you'd always lose    The guy had a problem, even tying his shoes        He never passed his drivers test    He was always afraid of cars    And he had a complexion that resembled the surface of Mars    But that boy could dance        Well, his hair was a mess    And his clothes didn't fit    He smelled pretty bad, and he drooled just a bit    But you gotta admit    Boy, that boy could dance        Now that boy is much older    He's got his own dance studio    He's got a teeny bopper fan club    Yeah, he's got his own TV show    Now he owns half of Montana    They all call him ""Diamond Jim""    And you know I'd do anything if I could be just like him    'cause that boy could dance    ",03:34,sadness,"rock,pop,comedy",In 3-D,1st January 1984,D Maj,165,-9.72db,3/4,No,22,92,52,89,5,13,1,0,0,0,0,1,1,0,0,0,0,Motion City Soundtrack,True Romance,0.991905341064104,Ace of Base,Remember The Words,0.9897836827743212,TobyMac,Ill-M-I,0.987151118450247
"""Weird Al"" Yankovic",The Check's In The Mail,"Well, hey how ya doin' have a seat, have a drink    Boy it's good to see you, what can I say?    Oh, sorry gotta run we'll get together again    Say, what was your name anyway?    Well we're working on the problem, we'll get back to you soon    But don't try to call me I'll be in a meeting every afternoon    For a year maybe longer keep in touch    Thanks for dropping by and have a nice day    The check's in the mail, hey! You're beautiful    Don't ever change you know what I mean    My girl will call your girl we'll talk, we'll do lunch    Or leave a message on my machine    So baby won't you sign on the dotted line    I'm gonna make your dreams come true    The check's in the mail, would I lie to you?    Well hey wait a minute what's the matter hold on    You want me to fork over the loot?    You say you hate my guts you wanna take me to court    And you got yourself a lawyer with a three-piece suit?    Well I'm proud to say you're not the only critic of mine, yeah    So if you wanna sue me I'm afraid you're gonna have to wait in line    Take a number thanks for calling who loves you baby    Don't forget to read the fine print    The check's in the mail, hey! You're beautiful    Don't ever change you know what I mean    My girl will call your girl we'll talk, we'll do lunch    Or leave a message on my machine    So baby won't you sign on the dotted line    I'm gonna make your dreams come true    The check's in the mail, would I lie to you?    Oh, trust me!    The check's in the mail, hey! You're beautiful    Don't ever change you know what I mean    Why don't you leave a message with my girl    I'll have lunch with your machine    So baby won't you sign on the dotted line    I'm gonna make your dreams come true    The check's in the mail, would I lie to you?    The check's in the mail, would I lie to you?      ",03:13,joy,"rock,pop,comedy","""Weird Al"" Yankovic",13th March 1983,F Maj,150,-11db,4/4,No,24,43,65,83,5,12,20,0,0,0,0,0,0,0,0,0,0,"""Weird Al"" Yankovic",The Checks in the Mail,0.9992483530052648,Eighty Ninety,Three Thirty,0.9828187745491566,Santana,Let Me Inside,0.9821262155404976
"""Weird Al"" Yankovic",The Saga Begins,"A long long time ago    In a galaxy far away    Naboo was under an attack    And I thought me and Qui-Gon Jinn    Could talk the Federation into    Maybe cutting them a little slack    But their response, it didn't thrill us    They locked the doors and tried to kill us    We escaped from that gas    Then met Jar Jar and Boss Nass    We took a bongo from the scene    And we went to Theed to see the queen    We all wound up on Tatooine    That's where we found this boy        Oh my my, this here Anakin guy    May be Vader someday later, now he's just a small fry    And he left his home and kissed his mommy goodbye    Sayin' ""Soon I'm gonna be a Jedi,    Soon I'm gonna be a Jedi""        Did you know this junkyard slave    Isn't even old enough to shave    But he can use the Force they say    Ah, do you see him hitting on the queen    Though he's just nine and she's fourteen    Yeah, he's probably gonna marry her someday    Well, I know he built C3PO    And I've heard how fast his pod can go    And we were broke, it's true    So we made a wager or two    He was a prepubescent flyin' ace    And the minute Jabba started off that race    Well, I know who would win first place    Oh yes, it was our boy        We started singin', my my, this here Anakin guy    May be Vader someday later, now he's just a small fry    And he left his home and kissed his mommy goodbye    Sayin' ""Soon I'm gonna be a Jedi""    ""Soon I'm gonna be a Jedi""        Now we finally got to Coruscant    The Jedi Council we knew would want    To see how good the boy could be    So we took him there and we told the tale    How his midi-chlorians were off the scale    And he might fulfill that prophecy    Oh, the Council was impressed, of course    Could he bring balance to the force?    They interviewed the kid    Oh, training they forbid    Because Yoda sensed in him much fear    And Qui-Gon said, ""Now listen here    Just stick it in your pointy ear    I still will teach this boy""        He was singin' my my, this here Anakin guy    May be Vader someday later, now he's just a small fry    And he left his home and kissed his mommy goodbye    Sayin' ""Soon I'm gonna be a Jedi,    Soon I'm gonna be a Jedi""        We caught a ride back to Naboo    Cause Queen Amidala wanted to    I frankly would've liked to stay    We all fought in that epic war    And it wasn't long at all before    Little Hotshot flew his plane and saved the day    And in the end some Gungans died    Some ships blew up and some pilots fried    A lot of folks were croakin'    The battle droids were broken    And the Jedi I admire most    Met up with Darth Maul and now he's toast    Well, I'm still here and he's a ghost    I guess I'll train this boy        And I was singin', my my, this here Anakin guy    May be Vader someday later, now he's just a small fry    And he left his home and kissed his mommy goodbye    Sayin' ""Soon I'm gonna be a Jedi    Soon I'm gonna be a Jedi""    We were singin', my my, this here Anakin guy    May be Vader someday later, now he's just a small fry    And he left his home and kissed his mommy goodbye    Sayin' ""Soon I'm gonna be a Jedi""    ",05:28,anger,"rock,pop,comedy",Running With Scissors,29th June 1999,E min,144,-8.72db,4/4,No,51,43,49,51,4,21,33,0,0,0,0,0,0,0,0,0,0,"Chris Renzema,Moriah Hazeltine",You Are The Only One,0.9439719220667834,"Justin Timberlake,Beyoncé",Time,0.940484850968684,Fontaines D.C.,Dublin City Sky,0.9386306385323904
